id,winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential, winner
37967,0.3422360848,0.8583866273,1,59.8400080953,0,2,1,4,3,1,0,67,39,1
37968,0.4784573055,0.8253805343,0,64.9575700853,2,2,5,2,2,?,0,56,56,1
37969,0.5476100932,?,0,71.1784275466,3,1,4,3,2,0,0,24,97,0
37970,0.3779871204,0.561059774,?,73.9992518245,?,0,5,3,2,3,0,31,76,1
37971,0.6421864457,0.4820040644,0,66.1368817163,2,1,3,4,2,2,0,53,3,?
37972,0.4920376038,0.4431779069,-1,57.8284714234,1,3,3,3,3,3,0,21,53,0
37973,0.4775736968,0.7272469123,-1,68.6901814032,1,1,5,1,2,2,1,46,72,1
37974,?,0.5567120182,1,59.5912498167,2,0,3,3,2,2,0,57,110,1
37975,0.2952844436,0.3658338884,1,51.5077589363,1,3,4,5,2,2,1,80,21,1
37976,0.5646982352,0.713824295,-1,64.144530392,1,3,4,4,4,2,1,54,78,0
37977,0.4892557342,0.5877972104,1,60.7732142221,2,0,2,2,3,1,1,35,39,1
37978,0.3798711834,0.3551724311,0,?,1,0,5,5,2,2,1,54,38,1
37979,0.1974839209,0.7726685982,1,66.6698206354,1,0,?,5,3,2,1,95,55,1
37980,0.7644745148,0.6086973481,0,60.8308290332,3,2,2,?,4,3,0,72,?,1
37981,0.2885525946,0.4774109766,0,74.3668607471,2,2,2,2,3,2,1,4,94,1
37982,0.2725789035,0.6383240976,1,63.8834229219,1,0,3,1,3,3,0,49,28,1
37983,0.3293461418,0.7279720575,-1,56.8192426612,1,3,4,2,2,2,0,52,61,0
37984,0.4836566053,-0.1638584412,0,70.9401218107,2,1,5,1,1,3,1,?,73,1
37985,0.4004742256,0.4607439574,-1,67.3084709996,2,2,2,3,1,1,0,45,36,1
37986,0.3202265828,0.5754378136,1,?,1,3,1,1,2,?,1,35,45,0
37987,0.060735123,0.6403500082,-1,71.8600082388,0,1,3,?,4,3,1,18,?,0
37988,0.4738851785,0.1943553753,-1,76.4009109336,3,1,1,5,?,0,1,64,-6,1
37989,?,0.9527036586,0,61.5252428939,1,1,1,?,2,2,0,76,70,?
37990,0.5839396849,1.0564464781,1,70.0600335608,3,3,2,1,?,3,0,14,41,1
37991,0.5371533717,?,1,61.1568303284,?,1,4,2,3,4,0,73,51,1
37992,0.7009030742,0.5954356619,0,65.140871992,2,2,1,5,3,3,1,83,54,1
37993,0.652283988,0.317693244,1,61.454097728,1,1,2,1,?,3,0,61,49,0
37994,0.9427833594,0.602075442,1,57.484848258,2,1,4,2,4,3,0,39,70,0
37995,0.626151728,0.4803346689,0,60.0559843438,1,1,5,4,1,?,0,38,28,1
37996,0.2983361638,0.3593768942,-1,66.5522863847,3,3,4,?,2,3,1,41,75,1
37997,0.448961534,0.7692738707,1,63.6013366205,2,3,4,1,3,3,1,41,?,0
37998,0.5433597664,0.3214031948,0,54.9359901948,1,1,1,4,2,3,0,34,7,1
37999,0.7514809273,0.6198893047,-1,73.1878277725,2,2,3,4,2,3,1,42,41,1
38000,0.6587179956,0.6284837451,0,66.2208660633,0,0,4,5,2,1,0,48,59,?
38001,0.4942649553,0.7021820671,-1,64.2573594137,1,1,5,4,2,2,1,47,56,1
38002,0.6361612941,0.6874915066,-1,68.1698139697,1,4,1,5,3,4,1,46,20,1
38003,0.7980491288,0.3053945888,0,78.1333103378,0,1,4,3,2,3,1,68,17,1
38004,0.324769804,0.6712681799,1,75.2305225284,3,2,5,5,1,4,1,44,79,1
38005,0.4560578973,0.4897252426,?,54.0104591169,2,1,5,5,2,2,1,70,65,1
38006,0.5648905863,0.2791051822,-1,59.4050266969,2,1,4,3,3,4,0,32,33,0
38007,0.4215473874,0.3575617946,-1,71.9371142592,1,2,2,1,3,2,0,85,41,0
38008,0.3813278127,0.7772076099,-1,66.6039633984,2,2,4,5,5,3,1,38,?,1
38009,0.272736898,0.5342582484,0,61.6519617968,2,2,2,2,2,2,0,74,21,1
38010,0.4935240138,0.5938368813,-1,68.1530771233,1,?,1,1,4,2,0,18,18,0
38011,0.6007640613,-0.0499813103,0,65.1620902812,0,1,1,4,2,0,1,56,7,1
38012,0.5407828755,0.6989758819,1,57.3286801866,3,2,1,1,1,3,0,38,47,?
38013,0.1605311417,1.0443416429,-1,70.7299976924,1,?,5,3,3,4,1,55,37,1
38014,0.5024761766,0.6387057755,?,62.9863725179,3,2,5,5,2,3,1,80,28,1
38015,0.4409038113,0.2488187784,?,57.8269170252,1,?,1,4,3,1,1,48,?,1
38016,0.7512361271,0.54965648,-1,62.1654436976,1,0,5,3,0,4,0,62,35,1
38017,0.3145097466,0.5111414544,1,71.7139027396,1,1,5,5,3,3,0,19,64,1
38018,0.7240652591,0.5146542216,-1,65.3942724837,2,2,1,2,4,2,1,52,53,1
38019,0.3274188668,0.5549962865,0,59.4175247892,0,0,1,5,3,2,0,68,73,1
38020,0.6085206472,0.6769655893,0,64.3224977972,-1,2,2,3,0,2,0,14,55,0
38021,0.5552741477,0.3526340182,-1,64.4002495385,3,1,4,1,3,2,1,56,?,1
38022,0.8546679946,0.5600981707,1,63.4300351855,1,2,3,5,3,4,0,63,28,0
38023,0.6184816859,0.3988820015,0,61.1023293269,0,1,3,3,2,?,0,43,4,1
38024,0.1971872448,0.4614608346,-1,62.8372162852,2,2,5,1,1,3,1,59,69,1
38025,0.6517660961,0.4661443877,0,64.1904211571,0,3,1,3,3,4,0,?,36,0
38026,0.4942829388,0.7258874923,1,60.9033537551,1,1,3,2,2,?,1,36,41,1
38027,0.3320939795,0.5164854969,1,51.4131437896,2,2,3,2,2,2,1,73,47,1
38028,0.2544161746,0.5047059428,-1,77.2860632108,1,2,5,3,3,3,1,51,46,0
38029,0.6246406495,0.3332193123,0,59.5636604872,2,3,3,5,2,1,1,35,48,0
38030,0.465128419,0.4416563735,0,57.6766016774,2,2,1,4,1,2,1,37,69,1
38031,0.3393076812,0.6367610032,-1,68.3926639435,4,1,2,5,2,1,0,55,67,1
38032,0.6084075309,0.5604522216,1,50.0181014192,1,3,3,3,1,1,?,16,14,0
38033,0.4900806695,0.4646433262,-1,62.3994021593,0,2,5,3,2,2,0,25,41,0
38034,0.3811034299,0.7290927585,0,78.7868632153,2,0,4,4,3,2,1,58,32,1
38035,0.6275257048,0.4725357587,-1,67.9283072348,3,2,3,4,0,3,1,33,32,1
38036,0.7689264231,0.7303770206,1,55.0852513335,3,1,4,1,3,4,1,37,25,1
38037,0.3915177637,0.7932060014,0,69.1265467871,2,2,3,4,3,2,0,?,19,1
38038,0.9550762565,0.3867291509,-1,62.7413403903,2,1,5,5,1,0,0,38,38,1
38039,0.6308052218,0.3506278103,-1,57.3612625254,1,1,1,5,3,5,0,84,54,1
38040,0.1408840913,0.5577515433,1,72.2543490242,2,1,4,2,2,4,1,27,47,1
38041,0.4667802161,0.3549930839,-1,71.0829349514,-1,2,3,5,4,2,0,38,17,0
38042,0.1246773448,0.3465982507,0,62.9844076478,2,3,1,2,2,3,1,25,77,0
38043,0.9281502753,0.4385127338,-1,58.02423113,2,0,4,2,3,3,1,21,?,0
38044,0.4046795811,0.3152932753,1,58.606716397,0,3,1,4,2,2,1,36,22,0
38045,0.5667944112,0.3791655826,1,59.1969309097,2,?,2,2,4,3,0,79,26,0
38046,0.508971264,0.5807599198,0,68.8800432101,?,1,5,4,2,2,0,10,40,1
38047,0.6662173165,0.5316422121,1,72.4432700817,1,1,4,1,3,2,1,56,95,1
38048,?,0.4205169971,-1,58.1459700073,3,1,3,1,1,1,0,42,?,1
38049,0.431540588,0.3924565957,-1,49.6668101569,2,1,4,2,1,4,1,8,24,1
38050,?,0.5174631518,1,59.2633699524,2,2,3,2,?,1,1,53,31,1
38051,1.1723765036,0.6063800454,1,?,2,2,?,5,3,4,0,73,97,0
38052,0.6024366042,0.5723671676,0,63.4207441933,0,1,3,4,1,1,1,51,65,0
38053,0.1521994553,0.3920453047,1,61.6826139151,1,2,5,4,3,2,0,48,61,0
38054,0.6505973596,0.5556270206,0,76.6267628688,2,0,2,3,?,0,0,55,79,1
38055,0.662352425,0.3478224965,1,46.7119112426,1,2,1,4,4,2,0,31,8,1
38056,0.4320509821,0.2943158755,0,62.3667754902,0,2,2,3,4,4,1,?,58,0
38057,0.4048276478,0.1783411277,1,70.4370988271,3,3,3,4,2,0,1,39,50,0
38058,0.0663548103,0.4376069474,1,58.0540701579,2,3,1,5,4,2,1,73,64,1
38059,0.5139448152,0.7857673971,0,60.5175267846,2,0,5,5,2,3,0,30,48,1
38060,0.5216625207,0.7354013366,0,69.318164236,2,2,1,2,4,3,?,57,55,1
38061,0.5244099457,0.1569057856,-1,66.6408710026,?,3,?,2,2,3,0,42,71,0
38062,0.6432337163,0.6212756907,-1,66.1347409006,2,0,3,3,4,1,0,53,75,1
38063,0.2720549614,0.8052297925,1,69.6151746474,?,0,3,3,2,4,0,42,65,1
38064,?,0.4238584875,-1,71.2343496961,3,2,3,2,4,1,0,74,35,1
38065,0.4597716069,0.4760977945,0,?,0,2,3,3,2,3,1,50,46,0
38066,0.2339774257,0.6898275136,0,60.2363964054,2,2,2,4,1,1,1,21,66,1
38067,?,0.2024334075,0,54.1470788311,3,1,5,2,3,4,0,56,?,1
38068,0.3303593843,?,1,58.1747472685,4,?,2,2,3,1,0,55,64,1
38069,0.6877707933,0.4962220352,-1,?,2,2,5,2,2,1,1,50,46,1
38070,0.4818778176,0.581574148,0,67.3527749953,1,2,1,1,3,3,1,51,71,0
38071,0.5706191825,0.8714892619,0,53.56114103,2,2,5,3,3,2,1,82,57,1
38072,0.4976525895,0.4028072007,-1,68.6415704894,2,2,4,2,3,3,0,76,20,1
38073,0.2524530564,0.446247486,-1,48.1572264737,2,?,1,2,3,3,1,50,58,0
38074,0.6625775943,0.7485863792,1,67.5446764772,0,3,3,2,3,0,0,24,51,?
38075,0.6045868001,0.7696762229,-1,64.6980428684,3,2,3,1,5,4,0,34,32,1
38076,0.6733048132,0.5020508825,-1,73.6131553947,1,2,1,1,3,2,1,40,15,1
38077,0.5495193046,0.3834964765,0,52.84635346,1,2,3,2,2,3,0,26,27,0
38078,0.0512642986,0.6207392306,1,?,1,0,1,3,1,4,1,71,33,1
38079,0.166457215,0.4232440117,-1,56.1225174768,-1,0,1,5,2,3,1,46,25,1
38080,0.9630311646,0.5804097716,1,54.8374168339,2,0,1,3,2,1,1,22,55,0
38081,0.2679268885,0.389033195,1,65.1410356904,1,1,4,2,1,3,?,59,57,1
38082,0.6079106673,?,1,69.0498537968,0,1,5,1,2,2,1,97,123,0
38083,0.6018826155,0.5069584208,-1,53.9684054489,2,2,5,3,3,3,0,59,22,1
38084,0.6407114373,0.7906534552,-1,62.3124084806,3,3,2,5,5,2,0,34,67,1
38085,0.4644182108,0.2829339736,-1,68.5933971335,2,2,2,2,?,2,0,72,50,1
38086,0.4536937179,?,-1,57.9486177456,3,0,4,4,5,4,1,60,50,1
38087,0.6364662834,0.6003778916,1,59.7946689862,0,0,3,5,3,4,0,93,55,1
38088,0.3501437884,0.8716060788,-1,64.3730692899,1,2,5,3,3,4,1,43,63,0
38089,0.5983721762,0.8983781153,0,70.5381087546,1,1,4,4,5,1,?,45,60,1
38090,0.7942028935,0.204768594,0,70.1585153926,-1,0,5,5,1,1,0,22,40,0
38091,0.5495980261,0.6845999579,0,60.4829692731,1,2,1,3,3,4,0,16,?,0
38092,0.6332729911,0.2043591538,-1,58.8053827808,1,0,5,2,2,4,0,64,45,0
38093,0.4572761305,0.5350717439,-1,54.3709469408,0,?,4,5,1,3,0,35,44,0
38094,0.7073496204,0.8646799623,1,59.4824630196,2,1,?,1,4,3,?,37,25,1
38095,0.5026731541,0.4355821353,-1,62.3358781133,1,1,4,4,3,2,0,45,60,1
38096,0.0700664259,0.3961236132,-1,64.0322986239,3,?,4,3,3,2,1,63,41,1
38097,0.3898256232,0.2468426963,0,?,1,1,3,5,3,2,0,45,?,1
38098,0.6318107907,0.7879390567,-1,54.8701505848,2,3,?,5,4,1,0,74,63,0
38099,0.2212175736,0.6231833227,-1,60.119638886,1,0,3,3,3,3,0,60,32,1
38100,0.5554374066,0.7109608397,1,66.6789368275,3,0,?,1,0,2,0,12,?,1
38101,?,0.5324993805,-1,63.6738204754,2,1,5,5,3,1,1,46,43,1
38102,0.740000457,0.5277237125,0,79.8439233232,3,-1,5,5,2,2,0,37,48,1
38103,0.7627252715,0.5347216911,0,76.4067821336,2,2,3,5,?,2,0,75,58,1
38104,0.6546166785,0.8495000928,0,66.2537832013,2,2,5,3,4,2,1,60,54,1
38105,0.4202674153,0.6570427321,-1,62.0514605336,1,0,2,5,2,?,1,57,80,1
38106,0.6180661307,0.1577248033,0,70.0454315978,1,2,5,2,2,1,1,?,46,0
38107,?,0.212081169,0,71.1968429136,1,1,4,1,2,2,0,24,29,0
38108,0.5470136735,0.7451895476,-1,71.0522230579,1,3,2,1,1,4,1,16,32,0
38109,0.48580438,0.3015038295,-1,70.0579382677,1,?,3,5,2,1,0,35,52,0
38110,0.6710289728,1.1568769123,1,55.6031216266,1,0,4,4,2,2,0,34,48,1
38111,0.4543131363,?,1,60.4802887602,2,1,2,4,?,2,0,58,-2,1
38112,0.2891800722,0.6296143821,-1,67.1295898226,2,2,5,1,3,2,1,48,33,1
38113,0.4212121559,0.4501260682,?,63.8013632465,2,1,1,1,3,2,0,40,42,?
38114,0.5180655076,0.4424250209,0,65.3875954865,1,1,5,3,3,?,1,59,?,1
38115,0.392292347,0.2426465964,0,56.4447693879,1,1,1,1,2,3,1,67,31,1
38116,0.3300326258,0.5029670529,-1,61.967596251,3,1,3,5,5,3,0,50,29,1
38117,0.5196516493,0.4188051196,-1,58.8385089496,1,1,3,5,3,2,0,100,69,1
38118,0.4019818491,0.494223224,0,77.716242918,4,1,5,2,3,2,0,59,39,1
38119,0.6616331408,0.678401869,0,58.424636452,2,1,5,1,2,4,0,?,74,1
38120,0.4072194384,0.3523432394,-1,76.2227605498,?,3,4,2,1,?,1,44,99,0
38121,1.0266946797,0.6284181572,1,67.9379348962,2,3,3,2,4,1,0,52,52,0
38122,0.6475089048,?,-1,65.4015885865,3,1,2,4,4,4,0,58,67,1
38123,0.8796788944,0.4925624411,0,61.9243736813,?,2,5,3,4,3,1,?,92,0
38124,?,0.5764294886,-1,56.6459819894,1,1,2,3,4,2,0,83,110,1
38125,0.8021243457,0.4168931083,1,56.8559634545,0,1,1,5,2,5,1,49,57,?
38126,0.1240009401,0.6862638501,0,54.2384916024,2,2,4,2,1,3,0,71,72,1
38127,0.3369033954,0.3527541263,1,63.8418912194,2,2,1,3,2,5,0,71,41,1
38128,0.8652575777,0.542078425,0,73.539179932,2,3,5,5,1,?,1,25,80,0
38129,0.5498803317,0.8806500761,1,61.1737890773,1,0,3,1,4,3,0,82,64,1
38130,0.3709686002,0.3254367227,0,59.4053739385,2,?,3,2,1,4,1,12,?,1
38131,0.6854218096,0.3354511979,-1,57.0989720148,3,1,5,2,3,3,?,44,55,0
38132,1.0498544775,0.281428999,0,63.3212809824,2,0,1,3,2,3,1,62,66,0
38133,0.2724354303,0.385625324,1,72.3661642965,1,1,1,2,2,1,?,73,28,1
38134,0.6234490924,0.1700453123,1,57.7306561099,2,1,?,1,5,2,0,55,54,0
38135,0.5601134493,0.7890333756,1,62.5294849045,0,0,3,2,4,?,0,10,72,1
38136,?,0.6669093018,0,76.9671341159,0,1,2,1,3,3,?,23,80,0
38137,0.6432653113,0.5984903952,-1,74.6298094768,0,1,2,3,3,3,0,?,35,0
38138,?,0.6598924273,0,62.6600732978,1,2,2,5,4,2,1,33,?,0
38139,0.6057947706,0.6371925896,1,70.1756844865,1,3,3,2,1,2,0,60,55,0
38140,0.403021437,0.5000856955,0,64.0305658795,2,1,4,2,1,2,1,90,?,1
38141,0.3374147782,0.5122479865,0,66.5487192111,2,0,5,1,0,3,1,22,89,1
38142,0.5780101657,0.5299165468,?,62.2691870748,0,2,5,1,2,2,1,?,51,0
38143,0.6145700087,0.1901833035,0,64.8616922937,2,2,1,4,2,2,?,23,16,0
38144,0.1610545612,0.4004368248,-1,59.1407530756,1,1,4,3,1,3,0,33,27,?
38145,0.3490124581,0.2395349353,1,64.4509894928,1,4,1,4,2,2,0,43,71,0
38146,0.504051507,0.4484167041,1,71.013455537,2,3,2,3,2,2,1,73,28,1
38147,0.3137957048,0.3832154484,1,70.1465403799,1,2,4,2,3,4,0,30,49,0
38148,0.5178329849,0.6372290448,1,69.9516675346,?,2,4,4,3,3,1,88,52,1
38149,0.6019504029,0.5860237123,1,67.6117734392,0,0,3,2,3,2,1,52,72,1
38150,0.4567695603,0.5900861556,0,61.6965631033,2,2,5,1,3,1,0,24,?,1
38151,0.5749105141,0.8176943871,-1,68.7154008502,1,1,2,4,3,3,0,22,64,1
38152,0.3273445666,0.5453667623,1,?,2,4,4,1,2,3,0,63,33,0
38153,?,0.5148293605,-1,73.9399528173,1,1,5,?,2,2,1,68,69,1
38154,0.3810288882,0.1440686134,-1,79.3936604279,2,?,5,?,1,3,0,40,19,1
38155,0.6864057661,0.5281510085,1,69.2236036016,2,1,4,?,3,2,1,63,42,?
38156,0.0777863658,0.1915880874,?,65.9862586088,?,0,5,2,1,2,1,46,59,1
38157,0.7267657596,0.4426356778,0,60.7707199647,1,3,3,5,3,3,0,84,45,0
38158,0.1375696247,0.8495978063,0,61.1759962319,1,0,1,1,3,2,?,48,49,1
38159,0.5539574357,-0.096102668,0,56.1588094016,3,1,4,2,2,4,0,32,38,1
38160,0.4627831723,0.8484457995,-1,63.5349554341,2,1,3,5,6,4,0,56,47,1
38161,0.4577452239,0.8870211355,0,71.1744556936,?,0,1,3,2,3,0,33,13,1
38162,0.517472049,0.7300749381,0,67.8245773674,0,2,1,3,3,3,1,41,75,0
38163,0.6266217094,0.3863570871,1,55.7098232817,4,0,3,4,3,?,1,50,36,?
38164,0.465856961,0.3660825989,0,58.7325240522,2,2,5,4,2,3,1,18,55,1
38165,0.4459144828,0.3449566338,-1,58.6754224882,2,-1,4,4,4,3,1,31,20,1
38166,0.3685694298,0.6403229213,1,58.1054298293,2,4,1,1,2,0,0,50,55,0
38167,0.3648884733,0.5388909439,-1,65.0051151201,2,2,2,3,4,2,1,28,17,1
38168,0.5886510139,0.3357724084,-1,61.3517303813,1,2,5,5,2,1,1,50,44,0
38169,0.9272384753,0.5080916079,0,69.5426741462,3,1,1,1,2,2,0,39,47,1
38170,0.5838460303,0.5572838467,1,51.8654876668,1,2,5,2,2,4,1,73,38,0
38171,0.4653476771,0.186977923,1,67.7523713429,2,2,1,1,2,2,1,60,54,1
38172,0.4518075749,0.8099440584,-1,57.2380776363,0,4,2,4,3,1,?,74,49,1
38173,0.5621042733,0.4600814521,1,71.0120483476,1,1,3,5,?,4,0,46,8,1
38174,0.6112995805,0.1752354046,1,72.4724186317,2,3,?,3,2,3,1,47,27,0
38175,0.6320572054,0.539035973,1,62.8065731809,1,?,2,4,1,2,1,46,38,?
38176,0.3087810101,0.5287630044,1,55.918385058,2,1,3,2,2,2,1,62,21,1
38177,0.4394293865,0.4605330333,?,64.3918939031,1,1,3,1,3,2,1,31,23,1
38178,0.4154231842,0.6365576583,-1,64.9084530885,0,3,4,5,2,2,0,46,65,0
38179,0.4177409376,0.3839589646,-1,61.5058635855,1,0,4,5,2,3,1,46,55,1
38180,0.4302075564,0.2409374153,-1,70.3370914805,3,3,1,2,4,2,1,31,56,1
38181,0.6495815322,0.3581662352,0,?,1,?,3,1,1,3,1,17,65,0
38182,0.2464456085,?,0,56.0661690473,1,1,3,2,4,4,0,70,33,1
38183,0.1533146181,0.8182057368,0,62.08940002,1,2,4,2,2,2,1,?,?,0
38184,0.5586910222,0.6229044124,1,64.9334889562,1,1,1,2,1,2,0,52,57,1
38185,0.5012996814,0.2185773311,-1,65.7900891134,2,1,1,4,3,4,0,69,31,1
38186,0.6149613676,0.6725618536,0,72.3866467455,3,1,1,3,2,1,1,?,41,1
38187,0.208627759,0.4858369776,0,53.3606319088,2,2,2,5,2,1,0,39,21,1
38188,0.166438276,0.4186843667,-1,51.5088916684,2,3,3,4,2,3,0,67,52,0
38189,0.1465750211,0.4631287496,1,52.8252319037,2,1,2,1,4,3,1,50,34,1
38190,0.2152929972,0.2438894582,-1,59.0892067696,0,2,2,1,2,4,1,44,57,0
38191,0.3685917506,0.559195941,0,79.5757348837,2,2,3,5,5,3,0,26,57,1
38192,0.1495309026,?,-1,61.3120465346,1,2,3,5,?,4,0,55,48,0
38193,0.4604854599,0.4484317853,-1,65.3263859719,2,0,3,2,2,?,1,63,52,1
38194,0.1303677373,0.8576138806,-1,71.9881601592,?,3,1,5,1,3,0,0,101,0
38195,0.6104920057,0.0370609077,1,?,2,1,2,2,3,4,0,67,35,0
38196,0.5592388803,0.7892659449,-1,54.0836256528,3,?,1,3,3,2,0,44,36,1
38197,0.5259930222,0.5150439982,1,61.3091291483,2,2,1,1,1,3,1,21,42,1
38198,0.8928704065,0.4445160011,0,65.4749592477,1,2,5,4,3,4,0,44,48,0
38199,0.2930340493,0.6943359565,0,71.720630316,3,1,1,5,2,4,?,31,69,1
38200,0.4109344426,0.4626666094,-1,74.4700766465,1,?,5,3,2,3,0,53,63,1
38201,0.7289259559,0.5188298422,-1,61.118814734,0,1,?,2,2,2,0,103,38,1
38202,0.5803803748,0.7639266013,-1,44.5878887094,1,1,?,2,?,3,0,23,42,1
38203,0.4278287864,0.7349435011,-1,61.9566274343,1,2,1,5,1,2,0,24,?,0
38204,0.3966099026,0.5420828084,0,59.5089381493,3,-1,1,3,1,1,0,64,42,1
38205,0.4019439767,0.2706268932,1,?,1,0,3,4,2,4,1,54,66,1
38206,0.8279627194,0.3668063517,0,53.6903818972,1,2,5,2,3,?,1,40,45,0
38207,0.3000817075,0.8074339379,1,60.5542556909,3,2,5,?,3,3,0,33,36,1
38208,0.4420624666,0.4377875028,?,62.272706429,3,2,4,1,4,3,0,36,62,1
38209,0.4246038541,0.3177576489,-1,70.2178007391,2,?,5,3,3,4,1,70,57,0
38210,0.7923914427,0.0836359814,1,70.105995266,4,3,5,5,2,4,0,33,27,0
38211,0.4094329461,0.2909836095,-1,55.0269840589,-2,3,4,3,1,?,0,31,71,0
38212,0.4751937067,0.6470753856,-1,63.0444915305,?,2,4,?,3,?,0,45,43,0
38213,0.6488535402,0.7023286265,1,74.705220968,2,0,5,3,3,4,0,16,40,1
38214,0.5129407132,0.5306844593,1,64.0788611446,2,1,1,1,3,3,0,45,18,1
38215,0.6336844622,0.3653857559,0,64.5752041515,1,1,3,5,3,2,0,31,74,?
38216,?,0.6857208952,0,55.109266521,2,0,1,4,3,2,0,80,55,1
38217,0.4919829258,0.510128958,-1,61.0789457673,1,4,5,3,3,3,0,61,41,0
38218,0.3817015113,0.5045958875,0,?,2,1,4,4,1,2,0,13,50,1
38219,0.7175878867,0.5251805383,1,59.2111027153,1,1,2,1,3,2,1,20,33,1
38220,0.9758648739,0.6744418526,-1,58.453839419,1,1,?,1,2,2,1,34,45,1
38221,0.5250639776,0.5625968183,1,63.9053659669,0,2,3,2,3,1,?,57,50,0
38222,0.4940275079,0.5174991608,-1,65.6975871852,0,?,4,5,2,2,0,28,52,0
38223,0.0640836991,0.6305456234,-1,69.9747193547,?,3,2,4,1,2,1,68,63,0
38224,0.4183677887,0.8165951714,-1,78.9923273011,2,4,3,4,3,3,1,45,27,1
38225,0.1576733428,0.5686493106,0,67.710696036,2,1,2,2,2,3,0,50,24,1
38226,1.0451028776,0.5848805986,1,70.4617486809,3,1,5,2,4,3,?,30,31,1
38227,0.4190120422,?,1,67.7505720222,2,2,2,2,2,3,0,63,40,?
38228,0.5107564562,0.6476275657,-1,68.6357933689,0,1,3,1,3,4,1,43,?,0
38229,0.4804483907,0.730248487,-1,68.3734606293,2,1,2,2,4,?,1,69,37,1
38230,0.5981006289,0.6043245832,1,56.6512787042,0,3,1,3,4,?,1,68,13,1
38231,0.636346376,0.5462561847,-1,64.2829035944,1,2,2,5,3,2,1,70,37,1
38232,0.3561268671,0.5801889729,-1,62.8962669557,2,2,2,4,3,3,1,20,50,1
38233,0.2568173217,0.6240048127,1,59.0741518159,2,2,4,1,3,3,1,25,?,1
38234,0.3754558522,0.6570972573,1,44.0370917727,0,2,5,1,2,2,1,40,18,1
38235,0.7049751111,0.6439838664,?,70.9769960546,2,2,2,?,3,4,0,65,72,1
38236,0.5360068366,0.3419126568,1,68.6263645777,3,3,2,1,2,3,0,65,?,1
38237,0.3878434127,0.4502797779,-1,67.0506788808,1,2,1,1,4,2,1,49,54,0
38238,0.5945954029,0.7620843258,0,69.9102340407,2,1,?,4,3,3,0,46,17,1
38239,0.3475323799,0.5542117866,0,65.7043468607,2,1,5,2,3,2,1,59,?,1
38240,0.4320984511,0.4648875635,-1,54.6221789928,3,0,1,3,2,3,0,81,58,1
38241,0.706016857,0.7690014261,-1,63.2652863775,1,2,4,3,3,1,0,43,30,0
38242,0.614294116,0.5241531864,1,58.7680584438,1,2,3,1,3,3,0,51,83,0
38243,0.4288732407,0.3888097523,0,67.3819153069,2,2,3,5,2,3,1,51,48,1
38244,0.6595448796,0.5849758431,0,63.4117003553,0,1,2,5,2,2,1,25,51,0
38245,0.5954601122,0.3369790345,0,69.6332224726,?,1,4,1,3,3,?,46,36,1
38246,0.3946951248,0.919870934,-1,67.3608908854,2,2,3,3,3,2,1,30,53,1
38247,0.8298168004,0.7534203627,-1,64.1884393516,2,?,5,5,2,1,0,49,92,1
38248,0.4378127941,0.5548209502,-1,78.6580347651,2,2,1,3,3,3,0,45,58,1
38249,0.6878042372,0.6380867988,-1,60.1974799138,1,0,2,4,1,1,1,51,61,1
38250,0.3663717511,0.3996546621,0,65.836668425,2,2,?,?,3,1,1,30,42,1
38251,0.6962833354,0.4860591519,1,64.8808322404,2,2,4,4,3,2,1,55,62,1
38252,0.1626488474,0.5862027667,0,57.9158065469,?,2,3,5,4,2,1,55,59,1
38253,0.668704454,0.6932960669,1,72.405048379,2,2,3,?,2,2,0,111,36,1
38254,0.0358799204,0.5622141965,0,68.595228278,4,2,?,4,2,2,1,23,60,1
38255,?,0.43157065,-1,64.1058898884,1,0,5,5,0,3,0,65,69,1
38256,0.6862503342,1.0104581366,-1,64.3294790367,0,?,3,3,4,2,1,59,58,0
38257,0.5303411339,0.3854558763,?,56.6556382033,1,4,3,1,3,3,0,14,42,0
38258,0.4649933391,0.855895105,1,88.0542876524,2,1,1,5,?,3,0,70,55,?
38259,0.2164598204,0.70010933,-1,76.5062761134,2,0,4,4,2,2,0,41,84,1
38260,0.3685867542,0.1739055651,1,67.848093068,3,2,4,1,1,1,0,72,24,1
38261,0.133280218,?,-1,54.3685600029,3,2,3,5,2,4,0,84,58,1
38262,0.2833280149,0.4757128223,-1,63.4592921318,2,1,4,3,4,?,1,27,48,1
38263,?,0.5857603876,1,64.351170587,3,2,2,3,3,4,0,72,38,1
38264,0.4181573331,-0.0105147911,-1,74.6851101865,1,2,1,1,?,3,1,23,78,1
38265,0.6754798862,0.6967726617,-1,61.1841396151,0,0,3,5,2,2,1,90,25,1
38266,0.4359297136,0.5300501899,0,62.7101005642,2,?,4,3,?,2,1,82,67,1
38267,0.4775699421,0.4100825602,-1,50.4217682505,1,0,5,1,2,3,0,70,68,1
38268,0.2867491548,0.1756925619,1,66.3290334241,2,2,4,2,4,?,1,50,35,1
38269,0.4727142967,0.0042553284,0,71.0857744149,?,1,1,1,2,3,0,65,45,0
38270,0.6185231304,0.4357148874,-1,66.9049475379,2,0,1,4,1,2,1,50,55,1
38271,0.1971034878,0.4240686741,1,68.5444471207,2,1,3,1,4,4,1,54,40,1
